id,premise,hypothesis,lang_abv,language,label
9fd6e2903e,"Steve Harris, a molecular biologist from Texas, was visiting.",Steve was a biologist from out of town.,hi,Hindi,0
11d3a735f7,A second set of objections to Littleton's social explanation places more blame on parents,The literary interpretation of Little Tons blames the parents.,ur,Urdu,0
0f9b3fcddb,This leads to an increase in crime rates They come steal your TV then sell it They just might work,People will work this opportunity,ru,Russian,1
ed495683f0,Known snake Spanish Virgin Islands takes over Americans half Puerto Rico St. Thomas US Virgin Islands,Culebra located near Puerto Rico Saint Thomas Virgin Islands US,es,Spanish,2
e9055d0373,"Spanish curse and fate is optional - for example the word un, literally, means 'throw frogs and snakes'.",Aubressus au clobber means frog and snake in French.,ur,Urdu,2
bfc5b4353a,The FBI agent received from a foreign government a photo of a man believed to have masterminded the Cole bombing.,"The photo was a bit blurry, but the man's face was still visible.",bg,Bulgarian,1
6ad1b97cda,"When I pulled, when he pulled the tent so I could pull him away. He points to two pieces of equipment on the left-hand side of the plane that actually melted during flight.",It was difficult to take him out.,th,Thai,1
0d6f0fcc51,"Stop Blood stopped with his order, authoritatively placing his hand on the gunner's shoulder",The shooter tried to get his message across with murder.,ru,Russian,2
1e535943d7,How old young people,Young people twenty-five years old,de,German,1
0bf017f322,This letter is to inform you that although we have had some success this season we still need your help to continue our work strong financial management live theater productions,We have all the help we need,el,Greek,2
ec9fabfd64,"The southwest region that had the most research and records related to wedding rituals in New Mexico, because the parents of early Spain had the knowledge to describe and write their traditions.",There is evidence that the first Spanish descendants could write.,sw,Swahili,0
c214395068,"The Norman Gothic Church of La Martorana, partially modified with a Baroque front veranda next to it, has a bell tower with delicate bay windows extending over four floors",The church looks Baroque style,tr,Turkish,0
8368b31d96,"In this way, the spelling of a word is related to other words, most of which belong to the same paradigm and its history.",The spelling of a word depends on its history,tr,Turkish,0
b015bd367d,"I will take my hat, my staff, and my sword. and went ashore in a small dinghy",I will stay here and not go ashore.,th,Thai,2
b0a90988f2,The same can be said nationality,This can apply anywhere save nationality,es,Spanish,2
b5b88fd2f1,Prinsengracht Otto Frank and his family hid on top of their business buildings for two years until they were discovered,Otto Frank was arrested the second day,ar,Arabic,2
66e191f450,Much of the debate revolves around which issues are related to abortion,This debate has nothing to do with abortion,tr,Turkish,2
e49e1debf9,Dennett distinguishes Darwinian creatures from Propperian creatures from Gregorian creatures,Dennett prefers Darwinian creatures,de,German,1
14fa5a14d0,we have gone And it's been a competition ever since.,The competition started when we were 4 years old.,th,Thai,1
24d2663ed6,"Thirdly, Hellfire warhead Predator carried needed work",The Hellfire warhead carried by Predator,de,German,2
19976c4632,"He stopped at the sight of Captain Blood saluting, but the officer's mustache lifted a gruesomely malicious smile",He could see Captain Blood,de,German,1
a52cf9f3de,He was a light skinned black person,She has incredibly dark skin,el,Greek,2
976c77ee41,I reported to certain people in Del Rio then was forced to go to Laughlin Air Force Base which had recently reopened.,"Laughlin Air Force Base is home to 10,000 soldiers",ru,Russian,1
a65f386749,"Reinforced, the Spanish managed to establish a beachhead.",The Spanish built the beach.,hi,Hindi,0
d225c20869,And it makes you feel so bad.,It terrifies you.,ur,Urdu,0
c6f0f97ea1,"As with any higher idea, he said, everything else appears in social communication between the child and the representatives of his culture, as they engage in a joint activity.",Children are unable to share higher forms of thought.,hi,Hindi,2
d9e1f2816a,The knight is attached to his horse by the Latin caballus horse,The knight's name refers to his bond with his horse,tr,Turkish,0
e21e2085f4,I mean that independent agents assume that society has individual or group innate know-how to continue to make a living in the natural games of which its world is composed.,"The agents made $80,000.",bg,Bulgarian,1
07e55edb23,ok ok don't go through all possible,You can just tell me the end of the story.,bg,Bulgarian,1
701a4aa787,"That's what I heard, he accepted it in a low voice",He had heard,tr,Turkish,0
4f91c51115,"That was also true of famous Hoosiers like James Whitcomb Riley, Eugene V. Debs and Madam C.J.",Eugene Debs never left California.,vi,Vietnamese,2
d2465eecd2,Oh yes yes great place visit really yes,Hawaii favorite vacation spot,de,German,1
3cdfe585bc,On a ranch you might hear someone say Today we have to separate those corralled oxen meaning probably 'separate those transported,People talk on farms,el,Greek,2
3a9059a3ab,Mary Traill will tell you,Mary Traill tell the donkey,ru,Russian,1
1a8516ce0b,People who know the languages ????in question will probably only have rhetorical questions answered and will prefer that the odious truth be spared.,People speak language poorly respond,fr,French,0
2daa1fdf95,Should I praise him more?,Should I praise his piano playing?,zh,Chinese,1
8252774a07,"Under the altar there is a hole enclosed by a silver plate. According to tradition, the cross of Jesus was placed together with the two thieves on either side",There are three people crossing,de,German,0
f0531bb84c,There is a better way demanded,He asked questions and knew the best way to go,de,German,2
65fdd34759,That the Church of Sweden is not the same as the Swedish Church,This Swedish Church and the Swedish Church are one and the same.,hi,Hindi,2
d17870fe94,boy 12 16 years old,A son who is twenty something years old,ru,Russian,2
e6b553d7d8,"In the absence of a formal motion to withdraw, attorney registered in federal court remains ethically responsible under court rules to respond to any issues that may arise.",Without motion withdraw responsible attorney any exception response involving citizenship,es,Spanish,1
9cca02831a,We assume a direct linear relationship between the number per capita and the possible number,The quantities we calculated were exactly the same as the possible quantities for each piece.,zh,Chinese,1
59388b1124,"This is our control tower suggested to Vance, pointing out the corner of the bookshelf",Children playing with toy airplanes,ru,Russian,1
27ce366195,Others are specialized only to carry certain passengers,The regulations involve enhanced security screening,ar,Arabic,1
1cae415486,"At ministerial talks in late June, Tenet was asked to assess the possibility of a joint Taliban-U.S. attack on Al Qaeda.",The plan was abandoned because the Taliban needed a lot of money and weapons to cooperate.,zh,Chinese,1
7491d93729,buscarle la quinta pata al gato to find the cat's fifth leg is very popular with the meaning to look for trouble,There is an idiom about the cat's fifth leg.,vi,Vietnamese,0
47ec8f54d2,Because names listed Thai authorities can still explain delay delay news,Thai authorities draw up surveillance list of names,fr,French,0
edaab91938,"Taking a leisurely stroll, he entered the erected wall, and passed through the large gates into the courtyard.","Since the big gates were locked, he jumped over the fence and entered the yard.",vi,Vietnamese,2
63385c9ab9,And this one says you need to look here here... indicates the type of different places you need to look on the computer,She said the folders will be on the desktop,ru,Russian,1
cb1d45e186,"Pitt, dressed in a comfortable shirt and breeches, stood for a while leaning against the rod and looking at her, his fair, simple face clearly marked with worry.",Pitt wore a white shirt and brown breeches.,hi,Hindi,1
cca57a54ab,"Based on the estimated time required to complete each of the four steps described above, the estimated time it would take to completely burn up one SCR unit is approximately 21 months.",Operation of the SCR in the combustion unit takes a few hours.,th,Thai,2
ca76a473eb,"In addition, make data limitations clear and draw intentional incorrect conclusions.",It is important to show data limits,es,Spanish,0
45280f46e8,"Of course, your determination was valuable, thanks to him for saving you from the Spaniards",The Spaniards planned to throw you into the water during the night.,sw,Swahili,1
6ce33791a3,It brings nothing but chaos.,You only get chaos from it.,bg,Bulgarian,0
dcc4b13243,"They discussed the goals in coded language, pretending to be students discussing various areas of architecture known as the World Trade Center, Pentagon art, Capitol law, and White House politics.",They talked about building road signs and using them as passwords.,sw,Swahili,0
a02074feaf,You can buy some of these to make your own line of narrow gables,You can buy those tips for the cattle roofs.,vi,Vietnamese,1
25f9a0db35,80 Participants will report improved conflict resolution skills,100 individual participants,ar,Arabic,1
87e3a2a1c3,Yes said Ogle that is true But there were some who were still open honest rebellion against progress,The road was lands all remained unexplored and therefore very dangerous,el,Greek,1
8227fced76,I would like to see it continue,It would be great if it ended right away,tr,Turkish,2
ed8ca541ee,well remember seems it did think think,My crystal clear memory of what happened that night,fr,French,2
ae4e8cc7dd,Although I see expectations he could expect from me I have done,I don't understand why he waited until I finished drawing today,el,Greek,1
86897bd077,"Most importantly, attending a show at IRT is more than just a field trip.",Attending a performance at IRT will be a wonderful break from the tiring work and thoughts.,vi,Vietnamese,2
72d23b014c,He eventually added cloister gallery tower,He planned to add four things,fr,French,1
bc75fd1b2e,Mary Traill will tell you,Mary Traill knows,ru,Russian,0
714770d9e8,Requiring lawyers to track legal aliens' movements at all times of the year imposes a monumental burden on LSC sponsors,It would be a trivial matter for a lawyer to monitor eligible aliens at all times,el,Greek,2
0abcb30e75,"The compromises and responsibilities of life under the law are not felt by individuals standing, they are engrossed in their values ??and their needs.",There are really no conditions in life,ur,Urdu,2
41bb604350,He found the only path that seemed unpleasant and forced him to take it,He was definitely obsessed with the idea of ??getting,ru,Russian,1
34ad3a3fcf,That's where I try to figure it out.,I try to understand where the money is going.,zh,Chinese,1
16e8ed049e,"In Chapter 5, we describe the Southeast Asian expedition of Na Nawaf Al Hasmi, Khalid Al Maida, and others in January 2000, the first part of the aircraft's operations.",Nawaf al Hazmi traveled to 5 countries.,th,Thai,1
c5535a60ad,It's time for the last time,"Finally, it's time to be scared because we have to close at two o'clock",ur,Urdu,1
ac39d87e0e,People unfamiliar with the relevant language often do not have answers to these rhetorical questions. But I feel confident that they would appreciate an omission from this disgusting truth.,They would be in a better position if someone interpreted it.,th,Thai,1
485398465b,Or does she not think so? From God! So what do you call this? but the Lieutenant Governor of the King of Jamaica I am taking leave to correct her mistake in my own way.,One man tells another he did a perfect job. And any errors are your own fault.,th,Thai,2
6c6c264182,There is still shade and a flower garden in the middle of the square where locals and tourists alike meet for lunch or dinner dates.,People like to eat in the garden.,ur,Urdu,0
4f1d4c0a96,To suppress image homosexuality vices Clinton Birch gays speak civil virtues,Clinton Birch homosexuals,de,German,1
307acb9554,Leaders focused on Pakistan could bring back Taliban to Al Qaeda,The Taliban Al Qaeda,es,Spanish,0
3261ff7fb8,"Diego followed her instructions and at the top of the hill he found Castell's beautiful roses, still covered with dew.",Diego didn't really want to follow his instructions.,hi,Hindi,1
8c72f0e3a0,It is assumed that it is Yiddish without reason ...,There are many different assumptions about Yiddish,tr,Turkish,1
22f2e978cf,"If you count the digressions, most of the music is percussive and serves to support the reflection of the action's mood",A lot of music accounts for drums,ru,Russian,0
6cd210d6f3,TVA asked construction to use gas to FGD while ESP was destroyed and SCR was installed there.,A side road will send gas to FGD.,sw,Swahili,0
abfd34ef7d,A growing body of evidence demonstrates that emergency department interventions are effective that referral treatment can work,Most emergency departments provide several dozen referrals each day,el,Greek,1
7e0b1b15cc,"Memories of old fogism, isn't it?",Doesn't it look like he likes old fashioned fashion?,hi,Hindi,0
4625dae255,As we celebrate the Indiana University School of Medicine's 90th birthday we realize how much we owe to the dreamers of their dreams,The Indiana University School of Medicine celebrated its 50th anniversary,el,Greek,2
992fb754a8,And we've been doing it for over 85 years.,We've done this for a long time.,ur,Urdu,0
8a406720ce,"Those are the ships of the Jamaican fleet, the governor replied.",His Majesty told him that the ships had come from the ships of Jamaica.,sw,Swahili,0
7c3eff3791,"Then grandfather would say, Pues que recen y se acuesten (Okay, let them pray and go to bed).",We had to pray for 10 minutes each before going to bed.,bg,Bulgarian,1
2d2c2a4975,"According to the review, the first contains 2,000 entries, the last 2,700 ODNW contains information density minus thirty percent according to calculations.",The ODNW lacks enough information necessary inputs to make it useful,es,Spanish,2
743f356c53,"In 1868 with the passage of the Fourteenth Amendment, we had considered the threshold of a constitutional revolution.",The Fourteenth Amendment was introduced in 1868.,sw,Swahili,0
82c2d68dd1,"Once a pleasing motif has been discovered, the next step is to reproduce a slight variation",It's easy to add carvings,de,German,1
0573874d75,I begin life with a donation of a hundred pears and a thousand apples.,My father gave me the fruit.,bg,Bulgarian,1
132bea5b33,They discussed goals of coded language gave students different areas of architecture discussed World Trade Center Pentagon Capital White House related,They spoke code to blow up targets,de,German,1
3bc59cf043,"When he heard the camp was closing, he and others went to al Faruq camp near Kandahar, where they received more training.",Some were trained near Kandahar.,vi,Vietnamese,0
4ec8fbe1dd,"Afraid of betraying the latter, he took the refugee into the former",He didn't care where he hid,tr,Turkish,2
a82bc8b152,"But with all the extravagant new advertising, the museum hasn't forgotten the charm of brand-new classic cars and, above all, the giant blocks of old train engines from the steam age that really make a difference. issued by Canada.",The museum has 100 cars.,vi,Vietnamese,1
fcea56708d,"Thus, on average, Webster's Ninth New Collegiate and Random House Webster's College contain at least fifteen percent more information per entry than American Heritage and Webster's New World.",Schools use Webster's College because it's the best.,bg,Bulgarian,1
ee6d7d07b3,If you find any strange names Missouri or other surprising ones Nebraska just note Texas safety Tennessee -- unless of course they are wrong Mississippi,Nebraska has cities with funny names,el,Greek,2
44eb9655dc,It's incredible incredible you can get a little bit,It's amazing how it can produce,es,Spanish,0
e31bbef1fa,"I don't want to go in the third SS, that is the third support strategic submarine group.",The third SS is the worst mounted police unit.,sw,Swahili,1
9101b5d350,At that time the priest puts his hand on the missile and disappears.,"The moment the priest places his hand on the missile, a miracle will happen and he will disappear.",ur,Urdu,1
7477fd6343,She realized that she might have provoked the anger herself.,He is very happy so I was afraid of anger,ru,Russian,2
5f5ff046b4,Just give me a minute if you want to cut uh go ahead,I'm ready to leave now,fr,French,2
7cec00ef48,The island's tranquility lasted 1287 Alfonso III Aragen afflicted with series of humiliations from the noble found a pretext for invasion,The quiet island,es,Spanish,0
99c5366a6c,"But this isn't Britain, asshole. The roar of the second gun was heard, and a shot sent a spray as high as half a cable to the rear.",There were many guns fired.,zh,Chinese,0
d5dc59641b,"The largest bay on the northwest coast makes a good harbor, but this can pollute both the water and the beach.",The water and beaches can be dirty.,vi,Vietnamese,0
d40352be05,Smithsonian Natural History website (scroll page down two or three times),The Smithsonian Institute has a presence on the Internet.,vi,Vietnamese,0
9f96a49415,"There are many options for attacking the logic of this cosmological argument, and contemporary opponents of Islam have tried them all.",The logic of this cosmic argument has been attacked many times by opponents.,ur,Urdu,0
3827039009,"While he should dare to try, make sure his own officials dare not do anything else against him.",He was alone and had no officers.,zh,Chinese,2
b99cab21c4,Newsweek exposes how far the wrestling industry will go to attract fans,The professional wrestling industry exposed Newsweek's focus on fan engagement,fr,French,0
0f211541d4,I went and took the luggage ahead and looked at the address I was supposed to,I took the bag until it fit.,sw,Swahili,0
409cc584c5,"I don't want to go in the third SS, that is the third support strategic submarine group.",I do not want to be part of the third SS.,sw,Swahili,0
c518992534,"Faced with this choice, customers are likely to retain their right to leave the country.","In order not to go to jail, customers prefer to leave the country earlier.",bg,Bulgarian,1
9265594243,block each other,"Yes, hinder each other.",zh,Chinese,0
92508e3e7c,Such a terror can terrify the slaves of earthly error because the horror of these images says it awaits them,Bad things happen to these people,el,Greek,0
9b72e76582,"Thus, as the variety of objects on the web increases, the variety of promising niches for new goods and services increases even faster!",Having excess opens up the possibility of variety.,bg,Bulgarian,0
cae19ca045,Changes personnel reduction changes business hiring methods,They are hiring crazy people,es,Spanish,2
88f2f3c4f1,"Student tuition increased 12% in 1992¡V92, a significant increase.",Tuition rates will keep increasing every year,hi,Hindi,1
6d527cf505,Abeam Arabella harbor stood white houses with flat facades of a beautiful city descending to the very edge of the water.,Arabela came to a tiny city which was a deserted wasteland,ru,Russian,2
982707f751,The Maritime Museum traces the history of the Pacific Port.,The Maritime Museum has 100 years of history.,th,Thai,1
267c6fded8,Goistering curious term loud female laugh bad worker called excuse might as well be old Laurence caught today,They gave her a name with a loud lady laugh.,es,Spanish,0
77b762d6d5,It has already allowed the demonstration of the design that companies made more expensive investments in manufacturing equipment and equipment to create representative prototypes of production for the demonstration phase.,They had no idea how to show the impact of the investment.,ur,Urdu,2
97d7bf3969,"Even if the plane caught fire, why would it burn and melt through a lead component to leak the radiation.",Radiation can also be retained during a fire.,bg,Bulgarian,1
a6d79e4478,A jet-fueled fireball exploded on impact and knocked down at least one elevator.,The fireball traveled down at least one elevator shaft.,zh,Chinese,0
668b836821,Leading Organizations Evolving business processes play a key role in determining how to structure and adapt information management responsibilities to meet changing needs,Business operations are stagnant; But it develops over time,ar,Arabic,0
905b30a9ed,Listen to him! he mocked,A gentleman had never before been mocked.,th,Thai,2
bd70f1dcae,"This is what it looks like, look, look at such a company",He didn't talk to me,el,Greek,2
5bbbb291d2,"Calm down, old wolf, Calm down, admonishing Captain Blood","Thanks to Captain Blood's experience, he helped raise the morale of crew members",fr,French,1
19ae52fa44,"This was not a situation between two cultures or two nations, but specifically a situation between cultures ¡V a situation hanging in space.",It is public knowledge that it was only one culture.,hi,Hindi,2
046455c2d6,But they have a private hidden name that remains a family secret.,The secret name is passed down in the family from generation to generation.,zh,Chinese,1
705597c266,Out of the corner of his eye he could make out an elegant figure in gray silk coming along,He has only one left eye,el,Greek,1
6460b76753,Faced with this choice Customers are likely to reserve their rights to leave the country.,The client refused to flee the country despite difficult choices.,th,Thai,2
37bdb80e92,"No, he was born in 1900, he was 16 years old, this must have been around 1926, 19 years ago, before 1930.",He wasn't born until 1943,tr,Turkish,2
3998bbb255,You can buy several make own line narrow sprockets,You¡¦re allowed to buy it yourself,fr,French,2
6b62348257,The composition would certainly leave the impression that part of the rope had caught fire.,The view given is that the fire started on the side of the thread.,sw,Swahili,0
9660db53b6,"After 9/11, Motassadeq announced to German authorities that Shehhi had asked him to resolve the matter in his absence.",Motassadeq told everyone that Shehhi had left.,zh,Chinese,2
13a3c49e2b,Leading organizations decide to offer specific information technology management services to external providers staffed internally as part of a sourcing strategy,Organizations sometimes outsource work,tr,Turkish,2
08a9802c50,The Senate agreed that a new agency should oversee nuclear weapons research.,The Senate did not want a new agency to handle nuclear weapons research.,bg,Bulgarian,2
33daec1cfc,Maybe that will cool Colonel Bishop down,Colonel Bishop heard bad news,de,German,1
b8c0ea33e8,"On September 9, dramatic news came from Afghanistan.",We were informed of the impending attack on September 9.,vi,Vietnamese,1
bd555b519d,I don't have children so it's difficult to say.,I have seven kids so I know what you're talking about!,hi,Hindi,2
0894e286b3,...someone you are proud to be a part of and support?,Want member support?,ar,Arabic,0
432de01bf6,"Didn't you go? He said, between questions and medicine.",Aren't you going? he asked.,ur,Urdu,0
3396faa0e1,Do you want to add dreams to ours,We discourage dreaming,fr,French,2
6bbee8b4a5,A state worker will be on hand to help volunteers with their research as well.,No one will be there to help you with research.,sw,Swahili,2
40f1095b1a,Learn to follow footsteps,Live conditions someone,de,German,1
42982f88a5,"But as she grew up, well, she never admitted that she was wrong but she changed her behavior.",She never said she was right about the meatloaf thing.,vi,Vietnamese,1
526fdc06e0,"NOTE Your gift is important as we celebrate 85 years, making Indianapolis Civic Theater the nation's oldest continuously operating community theater.",Today we celebrate the grand opening of Indianapolis' newest theater,ar,Arabic,2
15c7f283ea,Let Americans show you your performance as an independent attorney,The American people are satisfied with your performance as an independent attorney,de,German,1
78de2dd5d1,The child Sonja began to imitate her daughter's tantrums.,Sonja was upset.,vi,Vietnamese,1
098c5ed731,"We also emphasize games related to history, literature and social learning topics.",We try to make games that don't look at history or literature.,sw,Swahili,2
ef309671e7,The thirteen colored yarns of the magnificent carpet symbolize the original thirteen colonies of the country.,"The carpet has fifty colors, representing all the great states of this country.",hi,Hindi,2
761a3eaa6b,And our father always told us not to call them animals,"Our father said that they are creatures, not animals.",ur,Urdu,1
9fd50450ca,"When Babcock amp Wilcox modernized the AES Somerset 675 MWe boiler, the shutdown began on May 14, the boiler returned to operation on June 26, which meant a shutdown of almost six weeks.",The blackout should have ended,es,Spanish,1
ae05afc637,"Oh, okay, interesting, you took class, uh, did you learn how to do that?",I bet you're self-taught.,zh,Chinese,1
e5cbe3a2c6,"Protecting transportation, energy, emergency services, financial services and communications systems is becoming increasingly important because they rely heavily on information technology.",Financial services and communication systems have not yet entered the information technology sector.,vi,Vietnamese,2
351e0626cd,Consistency form ritualism,Ritualism valued leads to uniform result,de,German,1
9d4b90e750,How could I in good faith detain them? This is a bargain.,I would not forgive myself if I inhabited them.,zh,Chinese,1
b5a2e5b960,6 of the fifty-five years leading up to the Civil War The courts have exercised this power carefully.,"Courts have used this power five million times in fifty-five years, leading to civil war.",th,Thai,2
fc37224cdf,"Technology is very strong, there are many ways in which these businesses can use their technology as an advantage and not just a niche.",One of the main technology businesses focused on advanced scheduling software.,ur,Urdu,1
a7a863ad3e,"As part of the contracting strategy, organizations decide whether to provide specific information technology and management services with in-house staff or external providers.",Organizations decide whether or not to hire office staff if it costs them too much.,ur,Urdu,1
ff854cef69,By,Through both,ru,Russian,0
8b50ee4c4c,"The excellent Dr. Spooner, a kindly man with white hair and a slightly chubby face, served New College as a scholar and able administrator for half a century.",Dr. Sporter is the longest serving member of the New College,ur,Urdu,1
4440268577,"Exhibits New lion exhibit, snow leopard and cheetah exhibits, and African tropical rainforest, complete with gorillas and warthogs.","The best ways to check things out are the best new lion exhibits, snow leopard and cheetah exhibits, and tropical African rainforests",ar,Arabic,0
68bd9e941e,It seems silly Gruyere cheese Gruyere place Switzerland separate indeed this is where the latter entry comes from geographical sections of both dictionaries,The cheese Gruyare comparable place,de,German,2
69a5afcc61,sorry ready pay childcare can pay rate that exercised outside base,Free child allowances under certain conditions,fr,French,2
42037e9c95,Anyway found this invention high capacity O2 regulator,They invented regulator works space,fr,French,1
20dc9bbcb9,"Literacy and numeracy have come to the fore in recent years as important issues not only (or even more so) for the Third World, but also for industrialized countries.",Illiteracy is a major problem in the third world.,bg,Bulgarian,0
5ff4414e6f,"The slow, sarcastic voice of Wolverstone might have come to answer the other's confident excitement, and as he spoke, the blood side came forward, an expected ally.",Blood was the ship's captain and Wolverstone's best friend,ar,Arabic,1
3982e87714,"One part of the army is the construction force, which was shortened to C.B.",Details of the Army Construction Battalion are C.B.,sw,Swahili,0
f99eba08ef,You can see by reading the code my friend that there are still many federal and state tax advantages to charitable giving.,Donating to charity will directly benefit you.,vi,Vietnamese,1
b8d1e8e3ee,Please donate now so we can get back to you and your friends and neighbors.,We don't need any more help.,sw,Swahili,2
85d216aa92,But be equal equivalent be same identical similar,The same identical people,es,Spanish,2
bc6ef4db72,"I heard him leave, but I was still finishing up",It bothers me to do these things,ar,Arabic,2
02f10977f3,The translators King James Bible Bible Christian readership translated consisted of Bible Old New Testament,The King James Bible contains the Old Testament,de,German,2
cc6c64c687,The World Health Organization announced a new strategy for treating tuberculosis that could save the lives of 10 million people over the next decade,WHO strategy to treat tuberculosis could save millions of lives,ar,Arabic,1
fa62d19958,We need a partnership of private funding support from the University to continue our law school is developing prestige and influence,Our law school needs money to continue to grow,el,Greek,0
bed9363fd0,"Before 9/11, no US government agency systematically analyzed terrorist travel strategies",Strategic terrorist movements were a major source of government study prior to 9/11,el,Greek,2
933a5c346b,"Whether it's a literary subject, a humanities issue, a historically important person -- each play has a direct connection to the school curriculum",Independent games have no request for school,fr,French,2
32e76e9e3c,uh it was just really good knew it was going to be sad knew someone was going to die,I 'wished no one dead,fr,French,2
5826a8aa60,This time I wasn't even happy that she was there because I was so stressed.,I was too disturbed to be happy that she was there.,bg,Bulgarian,0
bca039a529,"you know that's probably about twenty by, I don't know, twenty by six, something like that, and it's amazing how you know how many plants you can put in there",It's absurd that you can't put any plants in there at all.,bg,Bulgarian,2
3f5b4aab7d,No other profession is so rich with a tradition of self-depreciation.,Many professions have traditions of self-deprecation.,hi,Hindi,2
f64dadb76c,Rational expectations grew part of an attempt to understand real stock market trading,No one interested in real stock market trading,es,Spanish,2
48d036806f,"Yes, it's simply impossible",Honestly it looks like it will happen,ru,Russian,0
865fd3d668,702 369-1540 old coffee shop Las Vegas according to all bohemian glory is still better,In Las Vegas old cafeteria rest,es,Spanish,0
e4e8010dd6,Here's Fannie Flono grew up Ag- Augusta GA going to talk about some childhood stories,Fannie Flono had to postpone telling stories today,fr,French,2
22f9f32462,There were numerous technical problems particularly with Hellfire missiles,There were also technical errors in rocket types,de,German,1
6321437c0b,Omnia vincit amor Unless you work the Weekly Standard Brit Hume predicts Fox News Sunday Lewinsky will still be hopelessly crushing on the president,Brit Hume works for CNN,tr,Turkish,2
7c9bafb89e,The rural road statistics presented in this article are based on the 1989 National Postal Count data.,The statistics in this article are based on a 2001 report.,vi,Vietnamese,2
0a2f5d968d,"Again, Mr. Levitt's daughter stated that it was found on the derrick used to tie things, as a parachute on the jib sail, on the baggage rack as light items and as a flexible tie. --Editor",Mr. Levitt's daughter was 17 years old,tr,Turkish,1
1d852331b9,Sports are not the only gambling events in these areas.,These places take the best in several activities.,sw,Swahili,0
5411fcac4a,"Before the constitutional amendments, there were a limited number of conditions that made states accountable for wrongdoing against their citizens.",There were some modifications war constitution,el,Greek,0
d7e632ef42,So once a pleasant pattern has been found easier to reproduce slight variation,It's difficult to diverge,fr,French,2
2bd2eea084,So he stayed in Augusta after that?,I know that he destroyed August immediately.,ur,Urdu,2
601908652e,He stressed that continued vigilance was necessary to ensure controls ¡V addressing current risks and preventing disruptions to operations without causing disruptions ¡V and that individuals who use and maintain information systems conform to organizational policies.,It doesn't matter that they're all loose.,hi,Hindi,2
531209faa3,An entrance tunnel kitchen alcove on one side storage alcoves the other leads to the main living space,La surface habitable traverse tunnel,fr,French,0
883ee0f8f5,"I made my Indianapolis debut as a theater director, a month before Inherit the Wind, a classic of American theater, which was attended by more than 5,500 middle and high school students. learn.",I have directed other plays since then.,vi,Vietnamese,1
95ebd3fea3,We will try to contact all of you who did not participate in the financial year in the next 45 days so that our target can fit into the June 30 deadline.,We do not intend to contact those who have not made a donation this financial year.,bg,Bulgarian,2
8049af498d,"Deal lies, doubts, I can prove",I can prove absolutely nothing,ar,Arabic,2
1bb9464ad7,"See KSM intelligence reports, interrogation, July 1, 2003; September 5, 2003.",KSM was questioned in 2003.,vi,Vietnamese,0
9eb75fd914,"For example, employees should have to use a designated agency credit card for certain hotel expenses.",Employees would need to use a hotel credit card,es,Spanish,0
7c6c0d9630,The Maritime Museum traces the history of Pacific Ports.,The Maritime Museum only deals with new ships.,ur,Urdu,2
24cff8fe2d,The Secretariat assigned the authority to establish fuel economy standards in Chapter 32902 to the Administrator of the National Highway Traffic Safety Administration.,The Secretary to the Administrator has many other responsibilities.,zh,Chinese,1
bde036a30d,So mistakes be mistakes,If error heard,de,German,0
467c47e5a7,Steve can pick up your wallet replied Hutch,Hatch joked to pick up Steve's wallet.,ru,Russian,0
3025bdb458,My grandmother born 1910 granddaughter,My grandmother born 10 years after the beginning of the century,fr,French,0
f1a214a4e8,Here they need funds use them initial capital measure we work establish projects they should become self-sufficient school,We need initial capital to help school,es,Spanish,0
5a1701c431,"From humble beginnings to today's ranking as one of the nation's best academic medical centers, Indiana's unique medical school can boast a proud legacy.",There is no other Indiana medical school in the next five years,el,Greek,1
66a71eb0c4,", Regional Haze RIA and NOx SIP Call RIA), the estimated lowest benefit assumes a PM health impact threshold of 15 :g/m3.",They have a rough estimate of the benefits but they may be wrong.,vi,Vietnamese,1
845ed0c557,This group of donors directly assists the rector in meeting the needs of teaching staff students,A group of sponsors will help the Chancellor buy a new private jet for the family,ru,Russian,2
417c8d0466,"20 In contrast, spending in excess of current income¡Xdecreases the stock of goods because money saved in the past is needed to sell current assets, or to raise debt.",The disorder is very common in America,ur,Urdu,1
e893a71938,"The media runs in the form of a circle, so the food that is currently running in the stomach of these media emperors will not last long.",The royal media welcomes the fish into its belly.,ur,Urdu,1
43f24370b2,"Similarly, the CFO Federal Financial Reform Act, the Global Master Repurchase Agreement, and the Government Outcomes Act introduce new requirements for federal financial institutions.",Federal Financial Reform CFO Act significantly reduced requirements for financial institutions,ru,Russian,2
0bcc189d8f,"And rest easy, Ms. Dalrymple, when I re-edit speech scripts for print, I always return to using plain academic English.",I revise the speeches.,vi,Vietnamese,0
0e20208fae,"As it happens, there are, of course, more distinctive dialects of English in England than in North America. And anyone who has spent time listening to them knows that they just don't understand each other.",People from North America have a difficult time understanding more than half of spoken dialects of the English language.,th,Thai,1
d1f959b554,"and so it's a big plastic plant, I think you have seventy or seventy-five percent of the market or something like that",I think they control more of the market.,sw,Swahili,0
b162b8dc89,See it celebrated for me.,The stern of the boat was still neutral.,ur,Urdu,1
68eb25008b,Pickard recalled the statement being made at a press conference on July 12.,Pickard forgot all about what they said.,zh,Chinese,2
86e15b8da1,"Therefore, while there are many diVerent proteins, the number of eVectively diVerent shapes may only be on the order of hundreds of millions.",There are two protein shapes in the entire universe.,th,Thai,2
